student_number,first_name,last_name,marital_status,previous_qualification_grade,admission_grade,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled
c7e75e0e,Derek,Woods,1,125.0,122.6,1,0,1,1,0,22,6
8f763eea,Joseph,Martinez,2,120.0,120.0,0,0,1,0,0,33,8
21722cdf,Rebecca,Reeves,1,127.0,123.5,1,0,1,0,1,20,6
ccf64b75,Robert,May,2,140.0,131.8,0,0,1,0,0,35,5
032f121a,Beth,Avery,1,157.0,136.7,1,0,1,0,0,22,6
6c23046b,Michelle,Harris,1,144.0,130.7,1,0,1,0,0,20,6
b28a80e4,Brian,Solis,1,119.0,119.7,1,0,1,0,0,20,5
45f0a2da,Joseph,White,1,125.0,136.2,1,1,1,1,0,21,12
eb59b696,James,Wiley,1,127.0,124.2,1,0,1,1,0,23,5
fa1e8c34,Olivia,Wiley,1,140.0,135.4,1,0,1,0,0,24,6
fa2e4086,Alexandra,Franklin,1,126.0,115.2,0,1,1,0,0,19,5
2ba332ff,Lisa,Kaufman,1,123.0,125.1,0,0,1,0,0,19,6
3576a0e1,Patrick,Clark,1,121.0,125.9,1,0,1,0,0,22,6
774e7779,Carlos,Harris,2,120.0,124.6,0,0,1,0,0,36,5
3fb4e800,Tammy,Lowery,1,103.0,108.3,0,0,1,0,1,20,7
73b1984a,Mary,Blanchard,4,133.1,133.0,0,0,1,0,0,40,6
0f6fecf0,Angela,Fisher,1,126.0,117.3,1,0,1,0,0,19,5
4bef167c,Julia,Brown,1,114.0,114.0,0,0,1,0,0,20,7
00fa2c4f,Dustin,Flynn,4,140.0,139.0,0,0,1,0,1,38,5
d506fbf5,Dustin,Cummings,1,133.1,128.2,1,0,1,1,1,19,12
1886d05e,Alison,Gardner,1,130.0,122.0,1,0,1,0,1,21,6
32a907bf,Curtis,Cuevas,1,145.0,136.3,1,0,1,0,0,18,8
8ab59d44,John,Ruiz,1,150.0,140.8,0,0,1,0,0,19,6
1ff90576,Carla,Durham,1,140.0,140.0,0,0,1,0,0,22,6
32fd140f,Jacqueline,Avila,1,146.0,135.5,1,1,1,0,0,22,17
c2dca24b,Jacob,Lozano,1,120.0,118.3,0,0,1,0,0,20,6
8a6ee7ac,Michael,Benson,2,133.1,130.0,0,0,1,0,0,31,6
193d90a6,Anthony,Meyer,1,143.0,131.8,1,0,1,0,1,18,6
c9fb46c5,Sara,Griffith,1,131.0,130.7,0,1,1,0,0,21,5
2591282b,Debra,Carter,1,115.0,109.8,1,0,1,0,0,19,6
488330da,Gina,Patterson,1,130.0,120.0,1,0,1,0,1,25,8
50748feb,Amanda,Andrews,2,140.0,107.8,0,0,1,0,0,33,10
a4975de3,John,Stephenson,1,149.0,140.2,1,0,1,0,0,20,7
0e17b8db,Ashley,Ruiz,1,125.0,124.0,1,0,1,0,0,19,5
529ba7c5,Amanda,Casey,1,128.0,129.8,1,0,1,0,0,20,6
874b9824,Riley,Roberts,1,145.0,138.4,1,0,0,0,0,18,6
854320b2,Vincent,Jimenez,1,147.0,133.7,1,0,1,0,1,19,5
4db8f75c,Kelsey,Walsh,1,121.0,115.4,1,0,1,0,1,24,8
6a991ab4,Erika,Shaw,1,134.0,129.1,0,0,1,0,0,19,5
21e1e74b,John,Woods,1,140.0,140.0,1,0,1,0,0,21,12
cf352e82,Troy,Castro,1,118.0,114.2,0,0,1,0,0,18,6
b9723718,Sarah,Martin,1,130.0,113.3,0,0,1,0,0,24,7
4e6bcd92,Donna,Davis,1,128.0,123.5,1,0,1,0,0,22,7
e90a1c7e,Michael,Chambers,4,140.0,154.6,0,0,0,0,1,44,6
3d13c4d5,Stephanie,Diaz,1,117.0,120.2,1,0,1,0,0,20,5
5b8766e9,Jonathan,Howard,1,135.0,143.8,1,1,1,0,0,19,0
690866f2,Becky,Coleman,1,131.0,118.0,1,0,1,0,1,18,8
2652f44c,Susan,White,1,118.0,110.3,1,0,0,0,0,18,6
35a19aff,David,Medina,1,133.1,145.0,0,0,1,0,1,21,5
9e3fd6d8,Angela,Casey,1,110.0,110.0,1,0,1,0,0,20,6
1343e2e6,Stephanie,Gonzalez,1,135.0,121.7,1,0,1,0,1,18,6
40cf115e,Nicholas,Hill,1,131.0,123.7,1,0,1,0,0,18,5
04392659,Jennifer,Ramirez,1,133.1,148.2,1,1,1,0,0,27,6
a098f837,Robert,Barton,1,127.0,121.8,1,1,1,0,0,18,6
52d6c76f,Denise,Mendoza,1,131.0,118.4,1,0,1,0,0,20,5
cc99aea0,Melissa,Levine,1,138.0,123.3,1,0,1,0,0,19,5
094bc5b7,James,Jones,1,140.0,140.0,1,0,1,0,0,20,6
49fd3a54,Eric,Zamora,1,150.0,132.5,1,0,1,0,0,22,6
702a70a5,Bradley,Castillo,1,119.0,118.3,1,0,1,0,0,22,6
b9167cc4,Cheyenne,Taylor,1,125.0,143.9,1,0,1,0,0,20,0
d6e951d4,Kim,Wilkerson,1,135.0,135.0,0,0,1,0,0,18,6
67465ed6,Monica,Miller,2,133.1,134.5,0,0,1,0,0,45,6
6028d5fc,Jose,Gomez,1,140.0,130.0,0,1,1,0,0,25,5
530133e8,Dawn,Jones,1,113.0,107.4,1,0,1,1,0,20,5
1fbc8c95,Abigail,Hayes,1,133.1,100.0,1,0,1,1,0,22,6
f9b142e0,Elizabeth,Cook,1,127.0,121.5,1,0,1,1,0,20,7
044edbb6,Karl,Brown,1,132.0,136.6,1,0,1,0,0,18,6
a2253931,Matthew,Morgan,1,115.0,117.1,0,0,1,0,0,21,5
17944ece,Thomas,Nelson,1,140.0,140.0,0,0,1,1,0,21,0
ac650a7f,Patricia,Gutierrez,1,142.0,141.0,1,0,1,1,0,18,6
c256e500,Robert,Taylor,1,123.0,118.9,0,0,1,1,0,18,5
a7dd83a9,Mark,Burns,1,131.0,134.5,1,0,1,1,0,25,6
a8aa3a84,Joseph,Hart,1,141.0,133.0,1,0,1,1,0,18,5
02ee0682,Jennifer,Rodriguez,1,133.1,105.0,1,0,1,1,0,21,6
9e9f75c0,Jill,Lynch,1,130.0,110.0,0,0,1,1,1,24,7
abd8a856,Norma,Ramos,1,134.0,134.7,0,0,1,1,0,22,5
8cfb5b1b,Jennifer,Huffman,1,130.0,120.0,1,0,1,1,0,28,13
636522bd,Julia,Quinn,1,135.0,123.5,1,0,1,1,0,18,5
a6eb365c,Destiny,Martinez,1,135.0,135.0,0,1,1,1,0,21,5
789f779f,Christine,Moses,4,147.0,147.9,0,0,1,0,0,28,5
858dd677,Paige,Sullivan,1,123.0,118.8,1,0,1,0,0,21,5
e28dc6d9,Albert,Sanchez,1,129.0,117.1,1,0,1,0,0,20,6
67f73a56,Willie,Ortega,1,131.0,127.2,0,0,1,0,1,18,5
6636263b,Tracy,Fleming,1,140.0,128.5,1,0,1,0,0,18,7
b2003240,Carol,Conley,4,150.0,146.2,0,0,1,0,0,30,5
aaa6404a,Heather,Kidd,1,132.0,123.6,1,0,1,0,0,18,6
4bef3bc9,Melissa,Olson,1,136.0,120.0,1,0,1,1,0,18,7
25cfe815,Amanda,Hubbard,1,124.0,121.2,0,0,1,0,0,19,6
4ea4a283,Kimberly,Browning,1,145.0,121.4,0,0,1,0,0,20,6
4bba9244,Victor,Fisher,2,130.0,130.0,0,0,1,0,0,32,7
b370c1f5,Cody,Mckenzie,1,151.0,138.4,0,0,1,0,0,18,5
4d9fcd3f,Jason,Franklin,1,116.0,110.4,1,0,1,0,0,21,6
a8cb3900,Kathryn,Park,1,168.0,126.8,1,0,1,1,0,18,6
f45441ab,Miranda,Mason,1,145.0,127.5,1,0,1,1,0,20,6
4940aa1e,Sara,Chan,1,125.0,133.4,1,0,1,1,1,19,6
af4900dc,Joshua,Randall,1,143.0,121.2,1,0,1,1,0,25,10
