age_at_enrollment,curricular_units_1st_sem_approved,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,debtor,displaced,gender,scholarship_holder,tuition_fees_up_to_date,first_name,last_name,student_number
20,2,5,14.333333333333334,12.5,0,1,1,0,1,Charlie,Taylor,1e6a3c6d
19,1,6,11.0,0.0,0,0,1,0,1,Dana,Brown,0250b4db
24,5,5,11.833333333333334,14.0,0,0,1,1,1,Eli,Patel,3666cc38
21,5,6,11.333333333333334,11.5,0,0,1,0,1,Alice,Smith,f9954e09
28,3,5,14.333333333333334,12.428571428571429,0,0,1,1,1,Bob,Jones,6b2473e1
28,6,6,14.428571428571429,15.6,0,0,0,0,1,Charlie,Taylor,cf30bfc0
20,5,6,11.8,12.0,0,1,0,0,1,Dana,Brown,362c8e32
23,5,6,13.6,11.6,0,1,0,0,1,Eli,Patel,9a7f3b66
23,4,6,13.4,13.5,0,1,0,0,1,Alice,Smith,8e26f33c
25,3,7,13.0,11.666666666666666,0,0,0,0,1,Bob,Jones,91c4febb
19,5,7,13.34,12.385714285714286,0,1,0,1,1,Charlie,Taylor,ec444052
20,3,6,12.0,11.666666666666666,0,0,1,1,1,Dana,Brown,59cf27f3
19,5,6,11.5,11.333333333333334,0,0,1,0,1,Eli,Patel,90299be7
18,5,7,12.86,12.86,0,1,0,1,1,Alice,Smith,a493f9ce
18,7,7,12.59125,12.820000000000002,0,1,0,0,1,Bob,Jones,c8171e50
22,5,6,13.0,11.5,0,1,1,0,1,Charlie,Taylor,3fb206fb
18,0,5,0.0,15.0,0,1,1,0,1,Dana,Brown,9a1e2f57
19,5,6,13.2,13.25,0,1,1,0,1,Eli,Patel,cce61c19
34,7,12,11.428571428571429,11.857142857142858,0,1,1,0,1,Alice,Smith,df521dbd
19,6,6,11.166666666666666,11.666666666666666,0,0,1,1,1,Bob,Jones,428a0d5e
20,4,6,11.75,11.333333333333334,0,0,1,0,1,Charlie,Taylor,70fbfdab
20,6,6,14.5,15.0,0,1,0,1,1,Dana,Brown,3be9564e
19,4,6,10.4,10.75,0,0,0,1,1,Eli,Patel,2cafb6d4
21,7,7,13.0,12.5,1,1,0,0,1,Alice,Smith,84b4bf6d
18,6,6,14.166666666666666,13.428571428571429,0,1,0,0,1,Bob,Jones,fb8c9dc3
21,4,7,13.25,13.82,0,1,0,0,1,Charlie,Taylor,bd30e511
22,1,6,11.0,0.0,0,1,1,0,1,Dana,Brown,b87e49e4
33,5,8,12.6,11.25,0,0,0,0,1,Eli,Patel,1a460f6c
20,4,6,11.5,11.0,0,1,0,1,1,Alice,Smith,902cc770
35,4,5,14.2,11.857142857142858,0,0,0,0,1,Bob,Jones,c1d8bd0a
22,4,6,12.5,13.666666666666666,0,1,0,0,1,Charlie,Taylor,b5039afb
20,6,6,11.666666666666666,11.6,0,1,0,0,1,Dana,Brown,ecf47fad
20,3,5,13.0,13.0,0,1,0,0,1,Eli,Patel,b406ed7e
21,11,12,11.545454545454543,11.7,1,1,1,0,1,Alice,Smith,62c7b181
23,1,5,10.0,0.0,0,1,1,0,1,Bob,Jones,694002f1
24,5,6,11.8,11.25,0,1,0,0,1,Charlie,Taylor,fd88a975
19,1,5,10.0,10.0,1,0,0,0,1,Dana,Brown,2e569da6
19,4,6,11.0,12.5,0,0,0,0,1,Eli,Patel,c37c30f2
22,4,6,10.0,13.5,0,1,0,0,1,Alice,Smith,5ad6b3c2
36,3,5,11.0,13.375,0,0,0,0,1,Bob,Jones,0058b17d
20,0,7,0.0,0.0,0,0,0,1,1,Charlie,Taylor,918c87d9
40,5,6,13.0,12.6,0,0,0,0,1,Dana,Brown,99491dd3
19,3,5,10.8,10.5,0,1,0,0,1,Eli,Patel,fbe68632
20,0,7,0.0,11.666666666666666,0,0,0,0,1,Alice,Smith,a3f34947
38,5,5,11.0,11.4,0,0,0,1,1,Bob,Jones,6b7aa4b1
19,12,12,13.333333333333334,12.818181818181818,0,1,1,1,1,Charlie,Taylor,49936539
21,1,6,10.0,11.4,0,1,0,1,1,Dana,Brown,dc3e9035
18,7,8,12.285714285714286,12.285714285714286,0,1,0,0,1,Eli,Patel,b302b98b
19,5,6,12.4,12.75,0,0,0,0,1,Alice,Smith,30c68ff7
22,6,6,12.571428571428571,13.666666666666666,0,0,0,0,1,Bob,Jones,d5d8946f
22,12,17,11.833333333333334,11.25,1,1,0,0,1,Charlie,Taylor,bc30250f
20,6,6,12.166666666666666,14.0,0,0,0,0,1,Dana,Brown,ecde6c55
31,6,6,13.166666666666666,13.0,0,0,0,0,1,Eli,Patel,a6b7c118
18,6,6,13.571428571428571,12.8,0,1,0,1,1,Alice,Smith,ce87b29d
21,2,5,11.5,11.0,1,0,0,0,1,Bob,Jones,9c66970b
19,4,6,11.25,12.0,0,1,0,0,1,Charlie,Taylor,4658654c
25,7,8,13.29,13.29,0,1,0,1,1,Dana,Brown,0fb8a9f6
33,8,10,10.375,10.444444444444445,0,0,0,0,1,Eli,Patel,647295d6
20,7,7,12.333333333333334,12.625,0,1,0,0,1,Alice,Smith,073f4c52
19,5,5,11.2,11.75,0,1,0,0,1,Bob,Jones,be76e8f4
20,6,6,11.833333333333334,13.333333333333334,0,1,0,0,1,Charlie,Taylor,23b28796
18,6,6,14.833333333333334,12.5,0,1,0,0,0,Dana,Brown,0c6aa0d1
19,2,5,13.5,11.4,0,1,0,1,1,Eli,Patel,d0737a44
24,7,8,11.971428571428572,11.971428571428572,0,1,0,1,1,Alice,Smith,34a9b458
19,3,5,12.0,13.5,0,0,0,0,1,Bob,Jones,5f5e2da2
21,8,12,12.25,12.2,0,1,0,0,1,Charlie,Taylor,967440c9
18,5,6,12.2,11.6,0,0,0,0,1,Dana,Brown,313aa0a3
24,5,7,12.4,12.15,0,0,0,0,1,Eli,Patel,41330d61
22,6,7,10.744444444444444,11.8375,0,1,0,0,1,Alice,Smith,e78def78
44,4,6,12.75,10.0,0,0,0,1,0,Bob,Jones,9b0f7f59
20,2,5,10.0,11.0,0,1,0,0,1,Charlie,Taylor,1387c7ab
19,0,0,0.0,0.0,1,1,0,0,1,Dana,Brown,5a33a3ac
18,7,8,13.242857142857144,13.242857142857144,0,1,0,1,1,Eli,Patel,a1547519
18,5,6,12.6,11.8,0,1,0,0,0,Alice,Smith,b79c3c38
21,4,5,12.25,11.8,0,0,0,1,1,Bob,Jones,16cb1d41
20,4,6,12.75,11.333333333333334,0,1,0,0,1,Charlie,Taylor,0746f78e
18,0,6,0.0,11.0,0,1,0,1,1,Dana,Brown,833a37aa
18,1,5,14.0,14.0,0,1,0,0,1,Eli,Patel,64c57b51
27,6,6,12.125,12.0,1,1,0,0,1,Alice,Smith,e6e497bc
18,4,6,13.5,10.666666666666666,1,1,0,0,1,Bob,Jones,0a1f54e0
20,0,5,0.0,0.0,0,1,0,0,1,Charlie,Taylor,7a384423
19,3,5,14.0,11.75,0,1,0,0,1,Dana,Brown,73ad1afa
20,6,6,12.666666666666666,11.5,0,1,0,0,1,Eli,Patel,993555a3
22,4,6,12.25,11.6,0,1,0,0,1,Alice,Smith,b6e1af1a
22,3,6,15.0,10.25,0,1,0,0,1,Bob,Jones,e2bb97e8
20,0,0,0.0,0.0,0,1,0,0,1,Charlie,Taylor,8f7df522
18,6,6,13.5,13.333333333333334,0,0,0,0,1,Dana,Brown,2a60ab94
45,5,6,13.6,13.0,0,0,0,0,1,Eli,Patel,4f494843
25,4,5,11.25,12.0,1,0,0,0,1,Alice,Smith,ed6e8dda
20,3,5,10.5,11.25,0,1,1,0,1,Bob,Jones,ce271bab
22,4,6,11.25,11.0,0,1,1,0,1,Charlie,Taylor,d7472d33
20,6,7,13.016666666666666,13.016666666666666,0,1,1,0,1,Dana,Brown,fd062e39
18,6,6,11.714285714285714,10.375,0,1,0,0,1,Eli,Patel,7870fd81
21,3,5,12.666666666666666,12.75,0,0,0,0,1,Alice,Smith,41dfff7e
21,0,0,0.0,0.0,0,0,1,0,1,Bob,Jones,d6f688f8
18,6,6,13.0,10.0,0,1,1,0,1,Charlie,Taylor,0d82cd25
18,3,5,14.0,12.666666666666666,0,0,1,0,1,Dana,Brown,cbdba78b
25,6,6,13.166666666666666,12.6,0,1,1,0,1,Eli,Patel,f63c52bc
18,4,5,13.0,12.333333333333334,0,1,1,0,1,Alice,Smith,3d9de5ab
21,3,6,11.25,0.0,0,1,1,0,1,Bob,Jones,2535c9ad
24,6,7,10.857142857142858,11.857142857142858,0,0,1,1,1,Charlie,Taylor,fc258800
22,4,5,11.75,11.0,0,0,1,0,1,Dana,Brown,3d30aadd
28,8,13,11.625,11.0,0,1,1,0,1,Eli,Patel,9ccdd01e
18,0,5,0.0,10.0,0,1,1,0,1,Alice,Smith,eaa1dbf5
21,3,5,12.333333333333334,11.25,1,0,1,0,1,Bob,Jones,ce026f98
28,4,5,11.5,12.0,0,0,0,0,1,Charlie,Taylor,fdc5a863
21,3,5,10.666666666666666,12.5,0,1,0,0,1,Dana,Brown,23a4d513
20,1,6,17.0,17.0,0,1,0,0,1,Eli,Patel,fb86e32a
18,3,5,12.666666666666666,12.5,0,0,0,1,1,Alice,Smith,84100536
18,5,7,14.06,12.571428571428571,0,1,0,0,1,Bob,Jones,42608cd6
30,3,5,10.333333333333334,12.8,0,0,0,0,1,Charlie,Taylor,342846d0
18,4,6,11.5,10.75,0,1,0,0,1,Dana,Brown,93dea660
18,6,7,11.833333333333334,11.833333333333334,0,1,1,0,1,Eli,Patel,6272239b
19,2,6,13.0,10.833333333333334,0,0,0,0,1,Alice,Smith,637dd5a9
20,0,6,0.0,0.0,0,0,0,0,1,Bob,Jones,6640a684
32,7,7,13.761111111111113,12.06375,0,0,0,0,1,Charlie,Taylor,3ffa1d93
18,4,5,11.25,11.0,0,0,0,0,1,Dana,Brown,5e811fb5
21,5,6,12.6,11.666666666666666,0,1,0,0,1,Eli,Patel,584c8b44
18,5,6,12.6,13.0,0,1,1,0,1,Alice,Smith,1308030b
20,4,6,12.0,11.333333333333334,0,1,1,0,1,Bob,Jones,11d0f30e
19,4,6,13.0,12.2,0,1,1,1,1,Charlie,Taylor,c59f7a16
25,5,10,11.6,13.0,0,1,1,0,1,Dana,Brown,ed112a72
18,1,6,12.0,11.0,0,1,0,0,1,Eli,Patel,161dfdb1
18,6,7,11.666666666666666,13.5,0,1,0,0,1,Alice,Smith,450c2c39
20,7,7,11.4375,11.425,0,1,0,0,1,Bob,Jones,602c1088
18,5,6,11.6,11.0,1,1,0,1,1,Charlie,Taylor,8889322d
18,5,5,12.666666666666666,13.0,0,1,0,0,1,Dana,Brown,7e3ff33c
19,6,7,12.933333333333332,13.716666666666669,0,1,1,0,1,Eli,Patel,9a6eaefc
21,5,6,11.857142857142858,10.571428571428571,0,0,1,0,1,Alice,Smith,0724c82e
18,3,5,11.333333333333334,13.5,0,0,1,0,0,Bob,Jones,c9726342
24,2,5,11.5,14.333333333333334,0,0,0,0,1,Charlie,Taylor,28e6e933
19,6,8,11.833333333333334,11.833333333333334,0,1,0,1,1,Dana,Brown,a14fe353
20,4,6,14.0,11.0,0,1,0,1,1,Eli,Patel,3bb14e99
18,0,0,0.0,0.0,0,1,0,0,1,Alice,Smith,7607a087
19,0,0,0.0,0.0,0,1,1,1,1,Bob,Jones,a2909c61
19,5,6,11.4,10.0,0,1,1,0,1,Charlie,Taylor,aac7c3a8
24,0,6,0.0,0.0,0,0,1,0,1,Dana,Brown,679d3a6a
26,6,6,12.0,10.8,0,0,1,0,1,Eli,Patel,cce25a88
18,0,5,0.0,0.0,0,0,1,0,1,Alice,Smith,eb3b2a51
18,5,5,12.0,11.333333333333334,0,0,1,0,1,Bob,Jones,2a0c5422
23,4,5,14.0,13.8,0,1,1,0,1,Charlie,Taylor,d9bd77cc
18,2,5,10.0,0.0,1,1,1,0,1,Dana,Brown,d10f4584
19,5,5,14.0,13.25,0,1,1,0,1,Eli,Patel,eb08b3c2
19,5,5,14.2,13.8,0,1,0,0,1,Alice,Smith,9fea98c8
20,6,7,11.666666666666666,13.0,0,1,0,0,1,Bob,Jones,4b693041
18,3,5,13.0,11.0,0,1,0,1,1,Charlie,Taylor,0d08613f
20,6,7,11.616666666666667,13.0,0,0,0,0,1,Dana,Brown,db917bd3
20,2,6,10.0,10.75,0,1,0,1,1,Eli,Patel,1947bc1b
20,3,5,10.333333333333334,10.666666666666666,0,0,0,0,1,Alice,Smith,a7b4c576
18,5,6,12.8,13.4,0,1,0,1,1,Bob,Jones,39526a37
20,5,7,13.188,12.892857142857142,0,0,0,1,1,Charlie,Taylor,92e0ec70
22,0,5,0.0,0.0,1,1,0,0,0,Dana,Brown,99cd5c72
18,0,0,0.0,0.0,0,1,0,0,1,Eli,Patel,e5fa41c6
18,3,6,12.333333333333334,10.833333333333334,0,1,0,0,1,Alice,Smith,a3adcc2c
47,0,1,0.0,0.0,1,0,0,0,1,Bob,Jones,fe9c5d1e
28,4,5,11.25,10.5,0,1,0,0,1,Charlie,Taylor,98b673c9
18,3,5,11.666666666666666,13.5,0,1,0,1,1,Dana,Brown,30e9de64
26,6,6,12.666666666666666,13.166666666666666,0,0,0,1,1,Eli,Patel,ce3eccec
21,8,10,11.5,10.0,1,0,0,0,0,Alice,Smith,7bd9e929
23,2,6,10.0,10.0,0,0,0,0,1,Bob,Jones,faf9ee9d
35,3,3,11.816666666666668,11.333333333333334,0,0,0,0,1,Charlie,Taylor,1754cc00
25,6,7,12.125,13.3125,0,0,0,0,1,Dana,Brown,f956700d
19,6,7,12.471428571428572,11.4625,0,1,0,0,1,Eli,Patel,122e6892
24,11,17,12.909090909090908,13.555555555555555,0,1,0,0,1,Alice,Smith,73a2b5bd
19,5,6,12.4,12.4,0,1,0,0,1,Bob,Jones,a17531bc
18,1,6,11.0,0.0,0,1,0,0,1,Charlie,Taylor,91e8a893
18,6,6,11.833333333333334,12.5,0,0,0,0,1,Dana,Brown,4bb474b7
18,7,7,13.79714285714286,13.775,0,0,0,1,1,Eli,Patel,3ceb5f86
18,6,6,12.5,12.333333333333334,0,0,0,0,1,Alice,Smith,c3076474
24,6,6,11.428571428571429,13.0,0,0,0,0,1,Bob,Jones,e01fae90
19,4,6,11.0,11.0,0,1,0,0,1,Charlie,Taylor,98a59039
20,6,7,11.757142857142856,13.083333333333334,0,0,0,0,1,Dana,Brown,5cbb0838
19,3,5,10.333333333333334,13.0,0,1,0,0,1,Eli,Patel,b0b26bcf
18,5,6,12.6,11.4,0,1,0,0,1,Alice,Smith,c9cdf22e
18,5,5,14.0,11.6,0,1,0,0,1,Bob,Jones,79b7982c
18,5,7,12.0,12.666666666666666,0,1,0,0,1,Charlie,Taylor,fc6dc986
19,4,5,12.0,12.0,0,1,0,0,1,Dana,Brown,7e59d983
26,4,5,13.0,12.0,0,1,0,0,1,Eli,Patel,0625d572
36,13,16,10.692307692307692,12.307692307692308,0,0,0,0,1,Alice,Smith,859e57af
20,5,6,12.0,11.25,0,0,0,0,1,Bob,Jones,12c65e7a
30,0,6,0.0,0.0,1,0,0,1,1,Charlie,Taylor,97bafbac
20,3,5,10.333333333333334,11.0,0,1,0,0,1,Dana,Brown,93f5a79e
19,5,7,13.98,13.98,0,1,0,0,1,Eli,Patel,6bdda8dd
19,1,5,11.0,11.2,0,0,0,0,1,Alice,Smith,6f5bbbd3
31,4,5,11.25,10.833333333333334,0,0,0,1,1,Bob,Jones,d3a59376
42,10,11,11.9,12.8,1,0,0,0,1,Charlie,Taylor,a1e1bf00
18,7,7,12.285714285714286,13.333333333333334,0,1,0,1,0,Dana,Brown,66c04b60
21,5,6,12.666666666666666,13.5,0,1,0,0,1,Eli,Patel,448adb1a
20,6,7,13.25,13.75,0,0,0,0,1,Alice,Smith,74a35c90
19,3,6,10.333333333333334,10.333333333333334,0,0,0,0,1,Bob,Jones,bc0c54fd
22,5,6,13.166666666666666,12.4,0,1,0,0,1,Charlie,Taylor,52933538
21,4,6,12.75,11.0,0,1,0,0,1,Dana,Brown,1471fb06
26,5,7,11.2,12.14,0,0,0,0,1,Eli,Patel,e2aca383
18,5,6,11.6,11.2,0,0,0,1,1,Alice,Smith,a74eae9d
20,3,6,10.333333333333334,10.333333333333334,0,1,0,0,1,Bob,Jones,0f21785c
19,4,6,12.25,11.0,0,1,0,0,1,Charlie,Taylor,7fd1757c
19,6,6,12.0,12.75,0,0,0,0,1,Dana,Brown,347c34bb
20,3,5,11.333333333333334,10.666666666666666,0,1,0,0,1,Eli,Patel,b6d7e694
20,4,6,11.25,10.5,0,0,0,1,1,Alice,Smith,e3fedae2
18,0,2,0.0,16.0,0,0,0,0,1,Bob,Jones,2a4db952
18,1,5,12.0,12.0,1,1,0,0,1,Charlie,Taylor,7d953d5e
20,5,6,12.8,12.8,0,1,0,1,1,Dana,Brown,11c1dc1f
19,5,5,11.8,11.25,0,1,0,0,1,Eli,Patel,fc59c179
20,5,6,10.6,10.4,0,0,0,0,1,Alice,Smith,fed8c6a5
20,5,6,14.333333333333334,12.625,0,1,0,0,1,Bob,Jones,7a72c354
21,5,6,13.2,11.8,0,1,0,1,1,Charlie,Taylor,2164e8e1
20,6,6,12.666666666666666,13.0,0,0,0,0,1,Dana,Brown,f2dd335c
22,5,6,13.333333333333334,11.4,1,1,0,0,1,Eli,Patel,fe407447
18,6,7,10.666666666666666,12.833333333333334,0,1,0,0,1,Alice,Smith,4d7d39d2
20,3,5,11.333333333333334,12.6,0,1,0,0,1,Bob,Jones,6c22db87
18,5,6,12.2,10.833333333333334,0,0,0,0,0,Charlie,Taylor,13abb73c
27,4,7,14.0,12.525,0,0,0,0,1,Dana,Brown,aa86503d
26,7,7,14.75,13.8,0,0,0,0,1,Eli,Patel,8deebda4
18,4,6,10.75,0.0,0,1,0,0,1,Alice,Smith,5bca7517
24,1,5,12.0,10.5,0,1,1,0,1,Bob,Jones,3ead0187
19,3,5,11.666666666666666,11.666666666666666,0,0,1,1,1,Charlie,Taylor,64711a41
20,5,5,10.0,12.0,0,0,1,0,1,Dana,Brown,57f70288
18,5,5,13.2,12.6,0,1,1,1,1,Eli,Patel,29003e39
20,4,5,10.2,11.0,0,0,1,0,1,Alice,Smith,92b05a3b
25,5,5,14.2,13.5,0,0,1,0,1,Bob,Jones,df2eed97
22,6,6,12.625,14.5,1,0,1,0,1,Charlie,Taylor,5acbf62a
18,6,8,13.496666666666668,13.496666666666668,0,0,1,0,1,Dana,Brown,ea3bca08
20,3,5,11.0,12.0,0,1,1,0,1,Eli,Patel,c8e33e2e
23,3,6,11.5,10.666666666666666,1,1,1,0,1,Alice,Smith,2dcbc354
20,2,5,11.0,12.666666666666666,0,1,1,0,1,Bob,Jones,d0b7d98e
20,3,5,12.4,10.833333333333334,0,0,1,0,1,Charlie,Taylor,d2e83845
28,5,5,10.6,10.2,0,1,0,1,1,Dana,Brown,f8c2cb2f
19,6,6,14.833333333333334,13.285714285714286,0,1,0,0,1,Eli,Patel,77ae1398
19,4,7,12.45,11.7,0,0,0,0,1,Alice,Smith,816a64c5
20,5,6,13.4,13.0,0,1,0,0,1,Bob,Jones,50d57913
20,6,6,13.333333333333334,14.0,1,0,0,0,1,Charlie,Taylor,b8270e6c
18,5,7,11.98,11.98,0,1,0,1,1,Dana,Brown,fb14590c
20,4,5,11.0,13.2,0,0,0,0,1,Eli,Patel,fb8d47af
19,5,6,12.666666666666666,11.75,0,1,0,0,1,Alice,Smith,43d040e1
19,5,6,12.2,13.0,0,1,0,0,1,Bob,Jones,ac75af96
27,3,5,10.666666666666666,11.4,0,0,0,0,1,Charlie,Taylor,888fcdfb
18,3,5,11.666666666666666,11.0,0,0,0,0,1,Dana,Brown,078e0376
18,2,5,10.5,12.333333333333334,0,1,0,0,1,Eli,Patel,14de201e
18,8,8,14.26875,14.26875,0,1,0,0,1,Alice,Smith,bc2d9023
19,2,5,10.5,13.333333333333334,0,1,0,1,1,Bob,Jones,74bfbbd3
21,5,6,11.2,10.0,0,0,0,0,1,Charlie,Taylor,87af4998
23,9,12,13.666666666666666,13.5,0,1,0,0,0,Dana,Brown,7b4046f7
19,5,6,11.4,10.0,1,1,0,1,1,Eli,Patel,7b581c2f
18,5,6,10.6,10.0,1,0,0,0,1,Alice,Smith,b77f429b
19,5,7,11.8,11.708333333333334,0,1,0,0,1,Bob,Jones,0de2a02e
18,5,6,11.833333333333334,12.0,0,1,0,0,1,Charlie,Taylor,a3c15c41
21,6,6,12.571428571428571,13.0,0,0,1,0,1,Dana,Brown,0a1c7796
20,3,6,10.0,10.8,0,0,1,0,1,Eli,Patel,c6fd4ef6
20,5,6,13.2,12.0,0,0,1,0,0,Alice,Smith,c7c968fd
37,5,5,15.8,17.6,0,0,1,0,1,Bob,Jones,d50dcf25
18,5,6,13.8,12.4,0,1,1,0,1,Charlie,Taylor,e86aadd0
23,6,6,13.0,12.0,0,0,1,0,1,Dana,Brown,90aa9b20
18,4,6,13.75,11.2,0,1,1,0,1,Eli,Patel,e7253b9d
32,7,11,11.285714285714286,12.333333333333334,0,0,1,0,1,Alice,Smith,4d90adaf
19,11,12,12.0,11.181818181818182,1,1,1,0,1,Bob,Jones,23a7aa33
20,0,0,0.0,0.0,0,1,1,0,1,Charlie,Taylor,54b843a5
40,1,5,11.0,10.0,1,0,1,0,1,Dana,Brown,ba0f2656
20,5,5,10.2,11.2,0,0,1,0,1,Eli,Patel,75bcc148
20,4,5,12.0,12.4,0,1,0,0,1,Alice,Smith,5b26226b
19,6,7,13.411428571428573,13.294444444444444,0,1,0,0,1,Bob,Jones,b873b1af
19,4,6,11.8,12.2,0,1,0,0,1,Charlie,Taylor,f0097284
20,6,7,11.833333333333334,14.333333333333334,0,0,0,0,1,Dana,Brown,a769f43d
18,6,8,13.345,13.345,0,1,0,0,1,Eli,Patel,13fc0e31
18,6,6,12.166666666666666,12.75,0,1,0,0,1,Alice,Smith,657c0848
22,6,6,11.0,12.0,0,1,0,1,0,Bob,Jones,66076140
20,2,5,11.5,10.0,1,1,0,0,1,Charlie,Taylor,3760ba00
23,6,6,14.0,13.0,1,0,0,0,0,Dana,Brown,d00cdb93
20,6,6,11.166666666666666,11.5,0,1,0,0,1,Eli,Patel,d00692c7
21,5,5,12.8,12.666666666666666,0,0,0,0,1,Alice,Smith,371f98cf
20,6,6,12.5,11.5,0,0,0,0,1,Bob,Jones,14825e80
20,7,7,13.462857142857144,13.164285714285716,0,1,0,1,0,Charlie,Taylor,a078607b
20,6,7,14.714285714285714,13.2,0,1,0,0,1,Dana,Brown,a440dfd8
21,5,5,13.2,12.5,1,0,0,0,1,Eli,Patel,e6a76a60
18,4,5,12.0,11.0,0,1,1,0,1,Alice,Smith,7b53eaa0
23,5,7,12.414285714285713,13.5,0,1,1,0,1,Bob,Jones,10037f62
22,4,5,11.5,14.0,0,0,1,0,0,Charlie,Taylor,61026e4d
18,4,5,14.25,12.714285714285714,0,1,0,0,1,Dana,Brown,7a7995e0
22,5,6,12.6,11.25,0,1,0,0,1,Eli,Patel,08f5183e
18,0,5,0.0,0.0,1,1,1,0,0,Alice,Smith,e408bc18
21,5,7,11.2,11.583333333333334,0,0,1,1,1,Bob,Jones,1a344111
21,6,6,10.833333333333334,11.0,0,1,0,0,1,Charlie,Taylor,396733fd
20,4,6,11.25,10.0,0,1,0,0,1,Dana,Brown,ad7ee0d5
37,2,5,10.0,11.333333333333334,0,0,0,0,1,Eli,Patel,5844d3f0
37,7,8,11.375,12.166666666666666,1,0,0,0,1,Alice,Smith,b50f7dc9
28,0,6,0.0,0.0,1,1,0,0,1,Bob,Jones,bb38b80c
18,1,5,11.0,12.5,0,1,0,0,1,Charlie,Taylor,313be450
34,7,8,11.705714285714285,11.705714285714285,0,1,0,0,1,Dana,Brown,07777090
31,6,6,12.0,13.428571428571429,0,0,0,0,1,Eli,Patel,c720b4cc
18,6,6,12.666666666666666,12.25,0,1,0,0,1,Alice,Smith,da737483
31,0,6,0.0,0.0,0,1,0,0,1,Bob,Jones,3986f2a7
18,2,5,11.666666666666666,12.5,0,0,1,0,1,Charlie,Taylor,115e122b
24,3,5,10.666666666666666,10.5,0,0,1,0,1,Dana,Brown,59147c73
18,3,5,12.0,10.333333333333334,1,1,1,0,0,Eli,Patel,f37ee60b
41,4,5,11.0,11.4,0,0,1,1,1,Alice,Smith,b42e6d90
34,4,5,11.75,10.833333333333334,0,0,1,0,1,Bob,Jones,4bb8e11d
20,5,7,14.46,13.55,0,1,0,1,1,Charlie,Taylor,37a2277a
22,5,6,12.8,11.5,0,1,0,0,1,Dana,Brown,67685a33
18,4,6,12.0,10.75,0,0,0,1,1,Eli,Patel,6d168652
18,6,6,14.333333333333334,14.0,0,0,0,1,1,Alice,Smith,2d042026
18,5,6,12.333333333333334,10.6,0,0,0,0,1,Bob,Jones,de9b683e
18,5,6,13.6,11.75,1,1,0,0,1,Charlie,Taylor,0e050737
19,4,6,12.5,12.5,0,0,0,0,1,Dana,Brown,0521f551
21,5,6,12.2,12.6,0,1,0,0,1,Eli,Patel,99b05c7f
18,5,7,11.4,13.333333333333334,0,1,0,0,1,Alice,Smith,1f2436d3
18,0,0,0.0,0.0,0,0,0,0,1,Bob,Jones,07c93be6
18,3,6,12.0,10.25,0,1,0,0,1,Charlie,Taylor,4eed4a44
21,6,10,11.166666666666666,10.571428571428571,0,0,0,0,1,Dana,Brown,cf9a15de
20,5,7,12.62,12.5,0,1,0,1,1,Eli,Patel,2305dd88
25,3,5,10.666666666666666,11.333333333333334,0,0,0,0,1,Alice,Smith,035eb20e
25,7,7,11.857142857142858,11.7,0,1,0,0,1,Bob,Jones,40876766
24,4,6,15.75,16.4,0,1,0,0,1,Charlie,Taylor,4a4ecec3
19,4,5,11.0,10.666666666666666,0,1,0,0,1,Dana,Brown,10b0f97a
19,5,5,12.4,11.0,0,0,0,1,1,Eli,Patel,78c7d770
20,3,5,12.0,12.625,0,1,0,1,1,Alice,Smith,dc2ef856
18,0,0,0.0,0.0,0,1,0,0,1,Bob,Jones,76167495
18,6,7,12.0,12.166666666666666,0,0,0,0,1,Charlie,Taylor,01168f26
19,3,5,10.333333333333334,14.428571428571429,0,1,0,0,1,Dana,Brown,6310a867
19,5,7,12.94,13.76,0,1,0,0,1,Eli,Patel,1bd3e44a
19,4,5,12.25,12.0,0,1,0,0,1,Alice,Smith,c48faad5
32,4,7,13.625,12.6375,0,1,0,0,1,Bob,Jones,5dd7c8fd
24,4,5,12.0,12.666666666666666,0,0,1,0,1,Charlie,Taylor,48790877
19,6,7,13.598333333333334,11.933333333333332,0,1,0,0,1,Dana,Brown,db0923a7
45,11,11,12.7,12.96818181818182,0,1,0,0,1,Eli,Patel,fab06e62
18,6,7,11.5,12.714285714285714,0,1,0,0,1,Alice,Smith,d4df7f64
37,6,6,12.875,12.9,1,0,0,0,1,Bob,Jones,251b0afe
20,4,6,10.75,11.5,0,0,0,1,1,Charlie,Taylor,3ca614ee
18,6,7,13.533333333333331,12.228571428571428,0,1,0,1,1,Dana,Brown,587f5fac
21,8,9,13.25,12.2,1,1,0,0,1,Eli,Patel,71f6a52f
25,1,5,11.0,10.0,0,0,1,0,1,Alice,Smith,8d492669
21,1,6,12.0,11.0,1,1,0,0,1,Bob,Jones,0a8cb36f
19,0,5,0.0,14.75,0,1,0,0,1,Charlie,Taylor,13029109
23,8,11,12.375,12.6,1,0,0,0,1,Dana,Brown,a5f34b55
18,5,6,12.6,12.428571428571429,0,0,0,0,1,Eli,Patel,cc77808b
24,4,6,12.25,11.5,0,0,1,1,1,Alice,Smith,23b46a2e
20,6,6,11.375,13.8,0,1,1,1,1,Bob,Jones,2cf0bc1a
18,4,5,13.5,13.625,0,0,1,1,1,Charlie,Taylor,43c7be95
26,4,6,10.0,12.0,0,1,1,0,1,Dana,Brown,58b9aded
