student_number,first_name,last_name,age_at_enrollment,application_order,curricular_units_1st_sem_enrolled,daytime_evening_attendance,debtor,displaced,gender,marital_status,scholarship_holder,tuition_fees_up_to_date,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
3a3cc820,Amy,Cole,24,1,10,0,1,0,1,1,0,1,7,10.714285714285714,12.555555555555555
c7135011,Madeline,Castro,23,1,6,1,0,1,1,1,0,1,5,12.0,12.142857142857142
392106ee,Aaron,Young,20,1,6,1,0,1,1,1,0,1,6,12.166666666666666,12.0
66dd5d88,Jeffrey,Montoya,18,1,0,1,0,1,1,1,0,1,0,0.0,0.0
9823bd44,Jennifer,Roberts,23,1,13,0,0,0,0,1,0,1,9,11.0,11.571428571428571
ab75e593,Brandy,Skinner,23,1,6,1,0,1,0,1,0,1,4,11.5,12.2
f373a72d,Joyce,Mcdonald,39,1,5,1,0,0,0,2,0,1,4,11.25,11.5
86990157,Jimmy,Sandoval,22,1,5,1,0,1,0,1,0,1,3,12.666666666666666,12.0
49ee2d18,Courtney,Walter,30,1,5,0,0,0,0,4,0,1,3,10.666666666666666,10.4
97561b22,Joshua,Lee,35,1,5,0,0,0,0,2,1,1,3,11.666666666666666,11.8
23c75ecb,Tammy,Griffith,26,1,7,1,0,1,0,1,0,1,6,12.0,12.0
9be8ce1a,Sharon,Hall,30,1,11,1,0,0,0,2,0,1,9,12.22222222222222,11.6
66f64d01,Lisa,Humphrey,25,1,5,0,1,0,1,2,0,1,4,11.0,12.0
382d470b,David,Reeves,18,3,8,1,0,1,0,1,0,1,7,13.68142857142857,13.68142857142857
8675380d,Justin,Myers,23,1,7,1,0,0,0,1,0,1,6,12.1,12.616666666666667
c5feae6b,Seth,Davidson,18,2,7,1,0,1,0,1,1,1,5,11.94,12.8
8438c7d3,Michael,Martinez,31,1,6,1,1,0,0,1,0,1,5,11.0,10.166666666666666
6c374d03,Tamara,Medina,20,1,6,1,0,0,1,1,0,1,6,12.857142857142858,12.4
c081127d,William,Davis,19,1,10,1,0,0,1,1,0,1,5,11.0,10.0
0220cf6e,Carl,Rodriguez,34,1,5,1,1,0,1,5,1,1,1,17.0,11.0
7e3a056c,Daniel,Williams,21,1,5,1,0,0,1,1,0,1,5,11.0,11.428571428571429
6f595e0c,Misty,Barker,21,4,6,1,0,1,1,1,0,1,0,0.0,10.0
7d24008b,Kiara,Green,24,1,6,1,0,0,1,1,0,1,4,11.25,10.428571428571429
d6184970,Daniel,Ramos,20,1,6,1,1,0,1,1,0,0,5,12.4,13.0
274e1509,Hannah,Hickman,19,1,5,1,0,0,1,1,0,1,1,13.0,10.0
7ed3943b,Kristine,Evans,26,1,6,0,0,1,1,1,0,1,6,11.833333333333334,11.666666666666666
710ce8cd,Donna,Patrick,20,1,5,1,0,0,1,1,0,1,1,13.0,12.6
4baf20ad,Thomas,Davidson,21,1,5,1,0,1,0,1,0,1,4,11.0,12.0
0c77d982,Victoria,Alexander,26,1,5,0,0,0,1,1,0,1,2,11.5,12.0
536288b7,Heidi,James,19,6,8,1,0,1,0,1,1,1,7,14.06,14.06
1bc1acff,Connie,Coleman,19,1,5,1,0,0,0,2,0,1,4,11.25,11.714285714285714
22d0dd7c,Karen,Kaiser,19,1,5,1,0,1,0,1,0,1,2,14.5,11.333333333333334
bf5b93a3,Jonathan,Scott,21,1,6,1,0,0,0,1,1,1,2,10.5,12.4
3c341a8c,Samantha,Whitney,19,2,5,1,0,1,0,1,0,1,4,12.8,14.5
e73d0785,Michael,Farmer,18,1,5,1,0,0,0,1,0,1,0,0.0,13.25
d1fa7245,Evan,Soto,20,1,6,1,0,0,0,1,0,1,6,13.571428571428571,13.6
7113bf1d,Sean,Nguyen,32,1,5,0,0,0,0,2,0,1,5,10.2,11.25
d05c0fc9,Matthew,Cohen,19,3,6,1,0,1,0,1,0,1,5,12.2,11.8
f246cdd8,Robert,Nichols,19,1,6,1,0,1,0,1,0,1,6,13.428571428571429,14.0
bb399b4b,Sabrina,Porter,18,1,5,1,0,0,0,1,0,1,1,11.0,0.0
23640d8d,William,Sanders,20,6,7,1,0,1,0,1,0,1,6,13.548333333333334,14.775
64136a92,Andrew,Blair,19,1,6,1,0,0,0,1,0,1,6,12.166666666666666,12.5
119d76bc,Lisa,White,24,1,5,1,0,1,0,1,0,1,5,10.8,11.0
80a26335,Jessica,Sanchez,29,1,13,0,0,1,0,1,0,1,8,10.5,10.333333333333334
580bebfb,Daniel,Mcguire,19,1,7,1,0,0,0,1,0,1,6,11.15,12.814285714285717
aace1db3,Gabrielle,Lin,19,1,6,1,0,0,0,1,0,1,3,11.666666666666666,13.625
b2647375,Andrew,Graves,24,1,5,0,0,0,0,1,0,1,5,12.285714285714286,12.125
84efc5af,Marisa,Jones,28,1,7,1,1,0,0,1,0,1,4,13.375,13.5
b884f7f9,Kenneth,Moran,38,1,8,1,0,0,0,4,0,1,5,13.126,13.126
99557017,Jessica,Chavez,19,1,6,1,0,1,0,1,0,1,3,10.333333333333334,11.8
ee1a7a61,Mark,Mayo,20,1,5,1,0,1,0,1,0,1,4,12.0,11.5
47492b1f,Daniel,Smith,29,1,5,0,0,0,0,1,0,1,5,11.4,10.25
b137e5e0,Marilyn,Morales,19,5,8,1,0,1,0,1,1,1,7,12.771428571428572,12.771428571428572
be7dacb6,William,Nguyen,28,1,8,1,1,0,1,1,0,1,7,11.0,10.0
e48eac22,Monica,Wagner,27,1,6,1,0,0,1,1,0,1,0,0.0,0.0
6dcca8ef,Samuel,Delgado,18,1,5,1,0,1,1,1,1,1,4,11.25,12.25
aaa3fb5b,Jeremy,Herrera,20,1,6,1,0,0,1,1,0,1,5,12.4,15.0
7fa99ba5,Joseph,Clarke,23,1,6,1,0,1,1,1,0,1,1,13.0,11.25
d2427917,Donald,English,21,4,5,1,0,0,1,1,0,1,2,10.0,10.333333333333334
3bdf3618,Jennifer,Andrews,34,1,5,0,0,0,1,2,0,1,5,14.2,14.6
a73b5f78,Stephanie,Stewart,20,1,7,1,0,0,1,1,0,1,5,12.7,13.475
a86898a8,Jonathan,Hunter,24,1,9,1,0,1,1,1,0,1,8,13.333333333333334,13.11111111111111
ed4ec179,Michelle,Brandt,39,1,5,0,0,0,1,1,0,1,4,12.25,12.75
db0277bd,Katherine,Wise,19,1,6,1,0,0,1,1,0,0,5,13.6,13.666666666666666
d53ca3f3,Jason,Jacobson,38,1,5,0,0,0,1,1,0,1,2,10.5,11.333333333333334
4a7e3cfa,Nicole,Page,21,1,7,1,0,1,1,1,0,1,6,12.565,12.16
c0d1d8d5,Alexander,Ward,19,1,6,1,1,0,1,1,0,1,6,13.166666666666666,13.2
ed9a45da,Andrew,Barnett,25,1,6,1,0,1,1,1,0,1,6,11.166666666666666,11.8
d03e0321,Katherine,Wheeler,19,4,6,1,0,1,1,1,0,1,6,12.666666666666666,12.142857142857142
4f737b5a,Melissa,Huang,33,1,7,1,0,0,1,2,0,1,5,13.06,0.0
118daa9e,Lisa,Moore,18,2,5,1,0,1,1,1,0,1,0,0.0,0.0
fa1f57f0,Perry,Hernandez,19,6,5,1,1,1,1,1,0,0,4,12.5,10.5
935ee5cd,Phillip,Hanson,19,3,5,1,0,1,1,1,0,1,0,0.0,0.0
af10d1e2,Katherine,Johnston,18,3,8,1,0,1,1,1,0,1,7,13.154285714285717,13.154285714285717
98f41562,Christopher,Harris,19,1,5,1,0,0,1,1,0,1,2,11.5,11.4
ec835653,Michael,Le,22,1,6,1,0,0,1,1,0,1,3,13.333333333333334,12.75
b5e5ac66,William,Dixon,18,3,5,1,0,1,1,1,0,1,5,11.8,12.0
96b54639,Vanessa,Evans,22,1,0,1,0,0,1,1,0,1,0,0.0,0.0
6afa34b5,Trevor,Torres,19,1,0,1,1,0,1,1,0,1,0,0.0,0.0
fa10c52c,Joshua,Carr,19,1,5,1,0,1,1,1,0,1,2,12.5,11.6
df25ab9d,Theresa,Villarreal,24,1,8,1,1,0,1,1,0,1,7,13.142857142857142,11.833333333333334
c99f1898,Joseph,Gonzalez,18,1,5,1,0,0,1,1,1,0,5,15.0,14.2
51054829,April,Schultz,20,1,6,1,0,0,0,1,0,1,1,10.0,13.0
770c9717,Jenna,Gregory,18,6,6,1,0,1,0,1,1,1,6,12.166666666666666,11.2
291954dd,Laurie,Cox,21,1,6,1,1,1,0,1,0,1,3,12.0,12.5
312c4123,James,King,33,1,7,1,1,0,0,4,0,0,7,12.857142857142858,12.666666666666666
b8e37ddc,Aaron,Nolan,26,1,6,1,0,1,0,1,0,1,3,11.75,12.8
4dda766b,Sherry,Schneider,21,1,6,1,0,0,0,1,0,1,5,11.833333333333334,13.25
55878524,Eric,Baxter,20,1,6,1,0,1,0,1,0,1,6,12.555555555555555,11.8
7a386ce6,Michael,Jones,20,1,5,1,0,0,0,1,0,1,2,14.5,11.25
d29b7198,Stanley,Pope,43,1,6,1,0,0,1,1,0,1,6,12.875,12.142857142857142
2e7eafdb,Michael,Ashley,26,1,5,1,0,0,1,5,0,1,5,12.0,10.2
243f764d,Andrew,Henry,33,1,5,1,0,1,1,1,0,1,1,13.0,14.0
ef2ac169,Lisa,Williams,19,1,6,1,0,0,1,1,0,1,5,10.8,10.5
fd580434,James,Morgan,18,3,6,1,0,1,1,1,0,1,6,12.833333333333334,11.4
e69e7955,Victor,Owen,21,1,5,1,1,0,1,1,1,1,5,12.6,12.833333333333334
85f0b929,Amanda,Johnson,20,2,5,1,0,1,1,1,0,1,2,14.333333333333334,12.5
1178b251,Robert,Guzman,19,1,6,1,0,0,1,1,0,1,1,11.0,0.0
a91565a8,Dana,Hayes,24,1,5,1,0,0,1,1,1,1,5,11.833333333333334,14.0
ee4419ab,Mitchell,Cervantes,21,1,6,1,0,0,1,1,0,1,5,11.333333333333334,11.5
146fefc3,Lee,Johnson,28,1,5,1,0,0,1,1,1,1,3,14.333333333333334,12.428571428571429
e99de412,Jonathon,Lewis,28,1,6,1,0,0,0,1,0,1,6,14.428571428571429,15.6
067d6804,Eric,Marquez,20,1,6,1,0,1,0,1,0,1,5,11.8,12.0
b9638431,Glenda,York,23,3,6,1,0,1,0,1,0,1,5,13.6,11.6
c2a87a07,Robert,Hayes,23,1,6,1,0,1,0,1,0,1,4,13.4,13.5
2f432380,Danielle,White,25,1,7,1,0,0,0,1,0,1,3,13.0,11.666666666666666
976f7d00,Victoria,Gonzales,19,2,7,1,0,1,0,1,1,1,5,13.34,12.385714285714286
5fa82089,Joseph,Johnson,20,1,6,1,0,0,1,1,1,1,3,12.0,11.666666666666666
dba9b07e,Joshua,Reese,19,1,6,1,0,0,1,1,0,1,5,11.5,11.333333333333334
56d7dbba,Cathy,Sparks,18,1,7,1,0,1,0,1,1,1,5,12.86,12.86
c85609d2,Destiny,Rosales,18,3,7,1,0,1,0,1,0,1,7,12.59125,12.820000000000002
b192942e,Samantha,Mullins,22,1,6,1,0,1,1,1,0,1,5,13.0,11.5
a1c107f9,Jonathan,Hill,18,1,5,1,0,1,1,1,0,1,0,0.0,15.0
06da0bfc,Nicole,Davis,19,1,6,1,0,1,1,1,0,1,5,13.2,13.25
b222f792,Mark,Knight,34,1,12,1,0,1,1,1,0,1,7,11.428571428571429,11.857142857142858
cedfb05d,Jeffrey,Young,19,1,6,1,0,0,1,1,1,1,6,11.166666666666666,11.666666666666666
17746da5,Angela,Smith,20,1,6,1,0,0,1,1,0,1,4,11.75,11.333333333333334
4e503471,Jonathan,Hudson,20,1,6,1,0,1,0,1,1,1,6,14.5,15.0
58b6766b,Elizabeth,Castillo,19,1,6,1,0,0,0,1,1,1,4,10.4,10.75
a306181c,Melissa,Ross,21,1,7,1,1,1,0,1,0,1,7,13.0,12.5
dd2642a9,Amanda,Robinson,18,4,6,1,0,1,0,1,0,1,6,14.166666666666666,13.428571428571429
b261ce89,David,Compton,21,6,7,1,0,1,0,1,0,1,4,13.25,13.82
dce3cf74,Joshua,Long,22,5,6,1,0,1,1,1,0,1,1,11.0,0.0
4b8067ac,Robert,Carey,33,1,8,1,0,0,0,2,0,1,5,12.6,11.25
ad0911e0,Miranda,Dunn,20,3,6,1,0,1,0,1,1,1,4,11.5,11.0
1890855a,Michele,Harris,35,1,5,1,0,0,0,2,0,1,4,14.2,11.857142857142858
7c04ec4b,Scott,Flores,22,1,6,1,0,1,0,1,0,1,4,12.5,13.666666666666666
ebc3ebf6,Julian,King,20,1,6,1,0,1,0,1,0,1,6,11.666666666666666,11.6
2190579c,Sherri,Nelson,20,1,5,1,0,1,0,1,0,1,3,13.0,13.0
59a156c5,Elizabeth,Fox,21,1,12,1,1,1,1,1,0,1,11,11.545454545454543,11.7
56f54528,Charles,Hartman,23,1,5,1,0,1,1,1,0,1,1,10.0,0.0
e0f44c53,Michael,Jones,24,1,6,1,0,1,0,1,0,1,5,11.8,11.25
605afed8,Mark,Thompson,19,1,5,1,1,0,0,1,0,1,1,10.0,10.0
64425482,Heidi,Best,19,1,6,1,0,0,0,1,0,1,4,11.0,12.5
ab58856a,Jessica,Hopkins,22,3,6,1,0,1,0,1,0,1,4,10.0,13.5
e0db6a87,Lori,Frey,36,1,5,1,0,0,0,2,0,1,3,11.0,13.375
f3dbea3e,Jose,Riley,20,1,7,1,0,0,0,1,1,1,0,0.0,0.0
b98d73f5,Samantha,Hayes,40,1,6,1,0,0,0,4,0,1,5,13.0,12.6
88c60651,Kevin,Williams,19,1,5,1,0,1,0,1,0,1,3,10.8,10.5
7ddf1184,Amanda,Rich,20,1,7,1,0,0,0,1,0,1,0,0.0,11.666666666666666
303ba9cd,Jeff,Lynch,38,1,5,0,0,0,0,4,1,1,5,11.0,11.4
62eaaedc,Shannon,Brown,19,1,12,1,0,1,1,1,1,1,12,13.333333333333334,12.818181818181818
5aff33a0,Dawn,Clements,21,1,6,1,0,1,0,1,1,1,1,10.0,11.4
c91bd0a4,Julie,Smith,18,2,8,1,0,1,0,1,0,1,7,12.285714285714286,12.285714285714286
ecc2ad63,Ashley,Conway,19,1,6,1,0,0,0,1,0,1,5,12.4,12.75
a41ecb43,Christopher,Collins,22,1,6,1,0,0,0,1,0,1,6,12.571428571428571,13.666666666666666
ad1b1fc6,Barbara,Wall,22,1,17,1,1,1,0,1,0,1,12,11.833333333333334,11.25
9ac674fc,Jessica,Ellis,20,1,6,0,0,0,0,1,0,1,6,12.166666666666666,14.0
2b22b389,Robert,Brown,31,1,6,1,0,0,0,2,0,1,6,13.166666666666666,13.0
9dffbaa9,Sandra,Gregory,18,2,6,1,0,1,0,1,1,1,6,13.571428571428571,12.8
62a402cf,Nathaniel,Jacobs,21,1,5,1,1,0,0,1,0,1,2,11.5,11.0
bdf0f373,Guy,Griffin,19,3,6,1,0,1,0,1,0,1,4,11.25,12.0
d7ad20a6,Diana,Cook,25,1,8,1,0,1,0,1,1,1,7,13.29,13.29
e87f2e97,Gabriel,Herrera,33,1,10,0,0,0,0,2,0,1,8,10.375,10.444444444444445
6df4cc6b,Kenneth,Brown,20,1,7,1,0,1,0,1,0,1,7,12.333333333333334,12.625
f23bf982,Elizabeth,Scott,19,2,5,1,0,1,0,1,0,1,5,11.2,11.75
2ecbaacf,Brianna,Armstrong,20,3,6,1,0,1,0,1,0,1,6,11.833333333333334,13.333333333333334
f2917103,Antonio,Costa,18,1,6,1,0,1,0,1,0,0,6,14.833333333333334,12.5
dc270617,Allison,Jones,19,1,5,1,0,1,0,1,1,1,2,13.5,11.4
658c7d0f,Amy,Rodriguez,24,1,8,1,0,1,0,1,1,1,7,11.971428571428572,11.971428571428572
5aba3d39,Anthony,Gray,19,3,5,1,0,0,0,1,0,1,3,12.0,13.5
1b1ef8e0,Tricia,Smith,21,1,12,1,0,1,0,1,0,1,8,12.25,12.2
138fc1c3,Tiffany,Harrison,18,1,6,1,0,0,0,1,0,1,5,12.2,11.6
8858e49f,Laura,Bradford,24,1,7,1,0,0,0,1,0,1,5,12.4,12.15
3a57d72d,James,Johnson,22,1,7,1,0,1,0,1,0,1,6,10.744444444444444,11.8375
2dfc2799,Zachary,Woodward,44,1,6,1,0,0,0,4,1,0,4,12.75,10.0
6289f167,Laura,Hunter,20,1,5,1,0,1,0,1,0,1,2,10.0,11.0
9fd9949f,Diana,Singh,19,1,0,1,1,1,0,1,0,1,0,0.0,0.0
c24cd8db,Michelle,Farmer,18,3,8,1,0,1,0,1,1,1,7,13.242857142857144,13.242857142857144
f3fb94d2,Lisa,Patel,18,2,6,1,0,1,0,1,0,0,5,12.6,11.8
db1fc99e,Jennifer,Anderson,21,1,5,0,0,0,0,1,1,1,4,12.25,11.8
0a10e1c4,Andrea,Shelton,20,5,6,1,0,1,0,1,0,1,4,12.75,11.333333333333334
a364a6d5,Shane,Gutierrez,18,1,6,1,0,1,0,1,1,1,0,0.0,11.0
58a0f56c,Meghan,Stanley,18,2,5,1,0,1,0,1,0,1,1,14.0,14.0
abd56e34,James,Sanchez,27,1,6,1,1,1,0,1,0,1,6,12.125,12.0
0a81e8f0,Madison,Chang,18,1,6,1,1,1,0,1,0,1,4,13.5,10.666666666666666
467f087e,Pamela,Lawson,20,1,5,0,0,1,0,1,0,1,0,0.0,0.0
6abb9cf8,Katherine,Lawrence,19,2,5,1,0,1,0,1,0,1,3,14.0,11.75
5bb220fd,Joseph,Buckley,20,1,6,1,0,1,0,1,0,1,6,12.666666666666666,11.5
eae1fc77,Matthew,Rodriguez,22,2,6,1,0,1,0,1,0,1,4,12.25,11.6
bafe53bd,Isaac,Blair,22,1,6,1,0,1,0,1,0,1,3,15.0,10.25
eeeec469,Julia,Hayes,20,1,0,1,0,1,0,1,0,1,0,0.0,0.0
28f09f30,Jon,Campbell,18,3,6,1,0,0,0,1,0,1,6,13.5,13.333333333333334
30714deb,Patricia,Mccarty,45,1,6,0,0,0,0,2,0,1,5,13.6,13.0
3072a7ce,Jennifer,White,25,1,5,0,1,0,0,1,0,1,4,11.25,12.0
0f96ba86,Jimmy,Robinson,20,2,5,1,0,1,1,1,0,1,3,10.5,11.25
fcd71250,Melissa,Taylor,22,3,6,1,0,1,1,1,0,1,4,11.25,11.0
e0d5189f,Charles,Parker,20,4,7,1,0,1,1,1,0,1,6,13.016666666666666,13.016666666666666
0834b37b,Andrew,Suarez,18,1,6,1,0,1,0,1,0,1,6,11.714285714285714,10.375
83537390,Joseph,Jackson,21,5,5,1,0,0,0,1,0,1,3,12.666666666666666,12.75
7eb5badc,George,Day,21,1,0,1,0,0,1,1,0,1,0,0.0,0.0
e105c026,Robert,Anthony,18,2,6,1,0,1,1,1,0,1,6,13.0,10.0
87c155d7,Cameron,Miller,18,2,5,1,0,0,1,1,0,1,3,14.0,12.666666666666666
098b5874,Lisa,Hunter,25,1,6,1,0,1,1,1,0,1,6,13.166666666666666,12.6
6f6f6aa5,Hayley,Hart,18,1,5,1,0,1,1,1,0,1,4,13.0,12.333333333333334
266e0f68,Robert,Morgan,21,1,6,1,0,1,1,1,0,1,3,11.25,0.0
067e0908,Amber,Casey,24,2,7,1,0,0,1,1,1,1,6,10.857142857142858,11.857142857142858
b0296f80,Mary,Parrish,22,5,5,1,0,0,1,1,0,1,4,11.75,11.0
8aabc58d,Michael,Guerra,28,1,13,1,0,1,1,1,0,1,8,11.625,11.0
1e25be2e,Tina,Dalton,18,6,5,1,0,1,1,1,0,1,0,0.0,10.0
8c733975,Christopher,Wade,21,1,5,1,1,0,1,1,0,1,3,12.333333333333334,11.25
7fb9bc04,Richard,Snyder,28,1,5,0,0,0,0,4,0,1,4,11.5,12.0
27d1d3e2,Adam,Reed,21,1,5,1,0,1,0,1,0,1,3,10.666666666666666,12.5
aa0c5aed,Crystal,Turner,20,2,6,1,0,1,0,1,0,1,1,17.0,17.0
38929cff,Victoria,Smith,18,1,5,1,0,0,0,1,1,1,3,12.666666666666666,12.5
46f67e76,Shannon,Smith,18,2,7,1,0,1,0,1,0,1,5,14.06,12.571428571428571
9fac74b3,Rebecca,Chaney,30,1,5,0,0,0,0,4,0,1,3,10.333333333333334,12.8
fb0ac4b4,Tiffany,Davis,18,1,6,1,0,1,0,1,0,1,4,11.5,10.75
0bfbebfd,John,Campbell,18,1,7,1,0,1,1,1,0,1,6,11.833333333333334,11.833333333333334
08a05b54,Holly,Luna,19,1,6,1,0,0,0,1,0,1,2,13.0,10.833333333333334
4836c414,Frank,Grant,20,2,6,1,0,0,0,1,0,1,0,0.0,0.0
6fa2be34,Lisa,Burton,32,1,7,1,0,0,0,2,0,1,7,13.761111111111113,12.06375
ff810083,Megan,Crawford,18,1,5,1,0,0,0,1,0,1,4,11.25,11.0
4a4a31ae,Amy,Bentley,21,4,6,1,0,1,0,1,0,1,5,12.6,11.666666666666666
e91d41be,Heather,Weaver,18,2,6,1,0,1,1,1,0,1,5,12.6,13.0
39c971c7,Douglas,Crawford,20,1,6,1,0,1,1,1,0,1,4,12.0,11.333333333333334
b0e9ba2d,Ashley,Rodgers,19,1,6,1,0,1,1,1,1,1,4,13.0,12.2
6d1271af,Michael,Walton,25,1,10,1,0,1,1,1,0,1,5,11.6,13.0
e9f1b700,Albert,Wilkerson,18,1,6,1,0,1,0,1,0,1,1,12.0,11.0
1188d7ca,Christopher,Long,18,1,7,1,0,1,0,1,0,1,6,11.666666666666666,13.5
5fa8ccd6,Raven,Hudson,20,4,7,1,0,1,0,1,0,1,7,11.4375,11.425
d0a2f0de,Jenna,King,18,1,6,1,1,1,0,1,1,1,5,11.6,11.0
891b72df,Sabrina,Perez,18,1,5,1,0,1,0,1,0,1,5,12.666666666666666,13.0
19eb9600,Jeffrey,Villarreal,19,2,7,1,0,1,1,1,0,1,6,12.933333333333332,13.716666666666669
8c53c498,Samuel,Hardin,21,1,6,1,0,0,1,1,0,1,5,11.857142857142858,10.571428571428571
0deec7c5,Rita,Brooks,18,1,5,1,0,0,1,1,0,0,3,11.333333333333334,13.5
8867dede,Melissa,Walker,24,1,5,0,0,0,0,1,0,1,2,11.5,14.333333333333334
e52ec3eb,Joe,Ibarra,19,1,8,1,0,1,0,1,1,1,6,11.833333333333334,11.833333333333334
685dcea0,Michelle,Larson,20,1,6,1,0,1,0,1,1,1,4,14.0,11.0
06eaab7d,Chloe,Hernandez,18,3,0,1,0,1,0,1,0,1,0,0.0,0.0
cc5e9b55,Bradley,George,19,3,0,1,0,1,1,1,1,1,0,0.0,0.0
67722377,Erica,Caldwell,19,1,6,1,0,1,1,1,0,1,5,11.4,10.0
a9a3fe4b,Samantha,Ortiz,24,1,6,1,0,0,1,1,0,1,0,0.0,0.0
e7e09ef7,Daniel,Shaw,26,1,6,1,0,0,1,1,0,1,6,12.0,10.8
f9679a12,Teresa,Johnston,18,1,5,1,0,0,1,1,0,1,0,0.0,0.0
f62df3a1,Kirk,Oconnor,18,1,5,1,0,0,1,1,0,1,5,12.0,11.333333333333334
a39890a2,Ashley,Small,23,6,5,1,0,1,1,1,0,1,4,14.0,13.8
630aa104,Samuel,Sanchez,18,2,5,1,1,1,1,1,0,1,2,10.0,0.0
1001395d,Luis,Middleton,19,1,5,1,0,1,1,1,0,1,5,14.0,13.25
dc60737b,Lisa,Johnson,19,1,5,1,0,1,0,1,0,1,5,14.2,13.8
7e3d8bbe,Anthony,Gonzalez,20,2,7,1,0,1,0,1,0,1,6,11.666666666666666,13.0
48196a42,Jeffrey,Martin,18,2,5,1,0,1,0,1,1,1,3,13.0,11.0
628fbded,Christopher,Chapman,20,1,7,1,0,0,0,1,0,1,6,11.616666666666667,13.0
c27a58b6,Sarah,Nelson,20,1,6,1,0,1,0,1,1,1,2,10.0,10.75
503c13cf,Bradley,Oliver,20,1,5,1,0,0,0,1,0,1,3,10.333333333333334,10.666666666666666
32ef35fd,Sarah,Mccoy,18,1,6,1,0,1,0,1,1,1,5,12.8,13.4
07d330ad,Angela,Romero,20,2,7,1,0,0,0,1,1,1,5,13.188,12.892857142857142
81f55dca,Ryan,Martinez,22,1,5,1,1,1,0,1,0,0,0,0.0,0.0
c8e2a885,Richard,Lang,18,1,0,1,0,1,0,1,0,1,0,0.0,0.0
7121f2d8,Katie,Parker,18,1,6,1,0,1,0,1,0,1,3,12.333333333333334,10.833333333333334
a899aaae,Chris,Larson,47,1,1,1,1,0,0,3,0,1,0,0.0,0.0
52634412,Donna,Jenkins,28,1,5,1,0,1,0,1,0,1,4,11.25,10.5
8615e3dd,Sharon,Miranda,18,1,5,1,0,1,0,1,1,1,3,11.666666666666666,13.5
3756c00b,Daniel,Trevino,26,1,6,0,0,0,0,1,1,1,6,12.666666666666666,13.166666666666666
2c6d7355,Julie,Sanchez,21,1,10,1,1,0,0,1,0,0,8,11.5,10.0
fef63ebf,David,Zimmerman,23,1,6,0,0,0,0,1,0,1,2,10.0,10.0
ad00d6c9,Jose,James,35,1,3,1,0,0,0,1,0,1,3,11.816666666666668,11.333333333333334
3970967a,Mary,Griffith,25,1,7,1,0,0,0,1,0,1,6,12.125,13.3125
c19e8695,Madeline,Jackson,19,3,7,1,0,1,0,1,0,1,6,12.471428571428572,11.4625
629c74a6,Megan,Chambers,24,1,17,1,0,1,0,1,0,1,11,12.909090909090908,13.555555555555555
34c67842,Carlos,Kennedy,19,3,6,1,0,1,0,1,0,1,5,12.4,12.4
ad63f876,Sarah,Richards,18,1,6,1,0,1,0,1,0,1,1,11.0,0.0
4c5f6bdb,Ashley,Krause,18,3,6,1,0,0,0,1,0,1,6,11.833333333333334,12.5
50b856e7,John,Williams,18,1,7,1,0,0,0,1,1,1,7,13.79714285714286,13.775
1ed34ee5,David,Morgan,18,1,6,1,0,0,0,1,0,1,6,12.5,12.333333333333334
c215c94c,Lisa,Butler,24,1,6,1,0,0,0,1,0,1,6,11.428571428571429,13.0
a135a91e,Jessica,Wilson,19,1,6,1,0,1,0,1,0,1,4,11.0,11.0
8f186e86,Debbie,Green,20,1,7,1,0,0,0,1,0,1,6,11.757142857142856,13.083333333333334
1f6d31e0,Frank,Powell,19,3,5,1,0,1,0,1,0,1,3,10.333333333333334,13.0
cebcd923,Alison,Haney,18,1,6,1,0,1,0,1,0,1,5,12.6,11.4
36911d7c,Nicole,Armstrong,18,1,5,1,0,1,0,1,0,1,5,14.0,11.6
457aba8f,Jennifer,Wright,18,1,7,1,0,1,0,1,0,1,5,12.0,12.666666666666666
ff7d667e,Benjamin,Blackwell,19,1,5,1,0,1,0,1,0,1,4,12.0,12.0
9a05588b,Kara,Hammond,26,1,5,1,0,1,0,1,0,1,4,13.0,12.0
d83e9ba1,Jennifer,Cummings,36,1,16,1,0,0,0,1,0,1,13,10.692307692307692,12.307692307692308
bf0ed633,Heather,White,20,2,6,0,0,0,0,1,0,1,5,12.0,11.25
f62ef1f1,Kristin,Peterson,30,1,6,1,1,0,0,1,1,1,0,0.0,0.0
091d0ef2,Katherine,Herman,20,4,5,1,0,1,0,1,0,1,3,10.333333333333334,11.0
419233c2,Erika,Mendoza,19,4,7,1,0,1,0,1,0,1,5,13.98,13.98
a7719171,Dalton,Rivera,19,1,5,1,0,0,0,1,0,1,1,11.0,11.2
888085b0,Donald,Travis,31,1,5,0,0,0,0,4,1,1,4,11.25,10.833333333333334
3a0c6d21,Richard,Navarro,42,1,11,0,1,0,0,2,0,1,10,11.9,12.8
d78c4dbf,Christina,Riley,18,1,7,1,0,1,0,1,1,0,7,12.285714285714286,13.333333333333334
b92b540f,Matthew,Callahan,21,1,6,1,0,1,0,1,0,1,5,12.666666666666666,13.5
3faf0dee,Ronnie,Higgins,20,1,7,1,0,0,0,1,0,1,6,13.25,13.75
37e60dca,Heather,Warner,19,1,6,1,0,0,0,1,0,1,3,10.333333333333334,10.333333333333334
11220769,Karla,Ferguson,22,1,6,1,0,1,0,1,0,1,5,13.166666666666666,12.4
5ffeee97,Keith,Flowers,21,1,6,1,0,1,0,1,0,1,4,12.75,11.0
